dataset,model,seed,user_id,item_id,rating,prediction,user_gate,item_gate,review_scale
Amazon_Musical_Instruments_14,CFARG,42,948,281,2.0,3.956373929977417,0.9999984502792358,0.9991088509559631,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,58,831,5.0,4.249710559844971,0.9999988079071045,0.9999929666519165,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,336,183,5.0,4.481895923614502,0.9999983310699463,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,626,746,3.0,3.873318910598755,0.9995397329330444,0.999855637550354,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,595,118,3.0,4.187855243682861,0.9999986886978149,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,308,604,5.0,4.584620475769043,0.9999980926513672,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,121,582,5.0,4.521787643432617,0.9999988079071045,0.9999994039535522,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,100,258,5.0,4.328167915344238,0.9999984502792358,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,491,543,5.0,4.3494954109191895,0.9999984502792358,0.9999997615814209,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,514,687,5.0,4.240671634674072,0.9999974966049194,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,1230,23,5.0,4.63004732131958,0.9999984502792358,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,70,706,5.0,4.861212730407715,0.999998927116394,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,1150,12,5.0,4.2345075607299805,0.9999969005584717,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,192,465,5.0,4.510352611541748,0.9999984502792358,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,705,275,5.0,4.468450546264648,0.9999984502792358,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,45,885,5.0,4.336750030517578,0.9999988079071045,0.9999997615814209,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,287,203,5.0,4.788934230804443,0.9999984502792358,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,44,167,5.0,4.130743503570557,0.9999819993972778,0.9999997615814209,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,461,207,5.0,4.340962886810303,0.9999964237213135,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,321,643,5.0,4.128576278686523,0.9999983310699463,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,356,130,4.0,4.2482757568359375,0.9989288449287415,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,220,844,4.0,4.100654125213623,0.999998927116394,0.9997462630271912,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,1101,690,3.0,4.256514072418213,0.9999973773956299,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,1125,736,5.0,4.593009948730469,0.9999988079071045,0.9999997615814209,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,1143,387,5.0,4.899077892303467,0.9999988079071045,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,708,786,5.0,4.346817493438721,0.9999712705612183,0.9999998807907104,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,971,534,3.0,4.13505744934082,0.9999990463256836,0.9997515082359314,0.4287164807319641
Amazon_Musical_Instruments_14,CFARG,42,23,705,5.0,4.6660475730896,0.999998927116394,0.9999998807907104,0.4287164807319641
