dataset,model,seed,user_id,item_id,rating,prediction,user_gate,item_gate
Amazon_Musical_Instruments_14,CFARG,42,1221,411,4.0,3.7237558364868164,0.9999748468399048,0.9999697208404541
Amazon_Musical_Instruments_14,CFARG,42,69,276,5.0,5.317274570465088,0.9999938011169434,0.9999945163726807
Amazon_Musical_Instruments_14,CFARG,42,348,130,4.0,4.9489617347717285,0.999975323677063,0.9999902248382568
Amazon_Musical_Instruments_14,CFARG,42,247,417,4.0,4.413339138031006,0.9999477863311768,0.999985933303833
Amazon_Musical_Instruments_14,CFARG,42,498,809,5.0,3.893932580947876,0.9999116659164429,0.9999573230743408
Amazon_Musical_Instruments_14,CFARG,42,126,267,1.0,3.4868786334991455,0.9998934268951416,0.9999597072601318
Amazon_Musical_Instruments_14,CFARG,42,1161,591,1.0,3.4949193000793457,0.9992184638977051,0.999972939491272
Amazon_Musical_Instruments_14,CFARG,42,906,205,5.0,3.148047924041748,0.9996923208236694,0.9999279975891113
Amazon_Musical_Instruments_14,CFARG,42,1129,114,5.0,3.5838661193847656,0.9998824596405029,0.9999642372131348
Amazon_Musical_Instruments_14,CFARG,42,1274,355,4.0,4.626190185546875,0.9999895095825195,0.9999803304672241
Amazon_Musical_Instruments_14,CFARG,42,1038,46,4.0,4.4945502281188965,0.9999783039093018,0.9999716281890869
Amazon_Musical_Instruments_14,CFARG,42,986,337,5.0,5.10555362701416,0.9999954700469971,0.9999927282333374
Amazon_Musical_Instruments_14,CFARG,42,903,654,5.0,4.387254238128662,0.9999830722808838,0.999982476234436
Amazon_Musical_Instruments_14,CFARG,42,1083,891,1.0,4.1678266525268555,0.999739944934845,0.9999808073043823
Amazon_Musical_Instruments_14,CFARG,42,962,232,3.0,4.441866397857666,0.9998966455459595,0.9999911785125732
Amazon_Musical_Instruments_14,CFARG,42,1075,890,5.0,4.014932155609131,0.9994506239891052,0.9999932050704956
Amazon_Musical_Instruments_14,CFARG,42,65,882,5.0,4.546088218688965,0.9999815225601196,0.9999814033508301
Amazon_Musical_Instruments_14,CFARG,42,7,424,5.0,4.771099090576172,0.9999665021896362,0.9999897480010986
Amazon_Musical_Instruments_14,CFARG,42,506,877,5.0,4.802441120147705,0.9999953508377075,0.9999738931655884
Amazon_Musical_Instruments_14,CFARG,42,948,281,2.0,3.5943140983581543,0.9999772310256958,0.9999431371688843
Amazon_Musical_Instruments_14,CFARG,42,58,831,5.0,4.307528495788574,0.9999929666519165,0.9999595880508423
Amazon_Musical_Instruments_14,CFARG,42,336,183,5.0,4.736059188842773,0.999984622001648,0.9999895095825195
Amazon_Musical_Instruments_14,CFARG,42,626,746,3.0,3.8200721740722656,0.9995620846748352,0.999954104423523
Amazon_Musical_Instruments_14,CFARG,42,595,118,3.0,4.41820764541626,0.9999759197235107,0.999977707862854
Amazon_Musical_Instruments_14,CFARG,42,308,604,5.0,4.701930046081543,0.9999748468399048,0.999984860420227
Amazon_Musical_Instruments_14,CFARG,42,121,582,5.0,4.6717071533203125,0.999997615814209,0.999983549118042
Amazon_Musical_Instruments_14,CFARG,42,100,258,5.0,4.146686553955078,0.9995238780975342,0.999980092048645
Amazon_Musical_Instruments_14,CFARG,42,491,543,5.0,4.236526012420654,0.9999958276748657,0.9999314546585083
Amazon_Musical_Instruments_14,CFARG,42,514,687,5.0,4.218277931213379,0.9999545812606812,0.999977707862854
Amazon_Musical_Instruments_14,CFARG,42,1230,23,5.0,4.800326347351074,0.9999830722808838,0.9999933242797852
Amazon_Musical_Instruments_14,CFARG,42,70,706,5.0,5.001525402069092,0.9999850988388062,0.9999767541885376
Amazon_Musical_Instruments_14,CFARG,42,1150,12,5.0,4.3301496505737305,0.9999192953109741,0.9999809265136719
Amazon_Musical_Instruments_14,CFARG,42,192,465,5.0,4.585089683532715,0.999996542930603,0.9999665021896362
Amazon_Musical_Instruments_14,CFARG,42,705,275,5.0,4.44291877746582,0.9999644756317139,0.9999814033508301
Amazon_Musical_Instruments_14,CFARG,42,45,885,5.0,4.239921569824219,0.9999916553497314,0.9999376535415649
Amazon_Musical_Instruments_14,CFARG,42,287,203,5.0,4.983193397521973,0.9999916553497314,0.9999825954437256
Amazon_Musical_Instruments_14,CFARG,42,44,167,5.0,4.034154891967773,0.9996558427810669,0.9999746084213257
Amazon_Musical_Instruments_14,CFARG,42,461,207,5.0,4.446844100952148,0.9999358654022217,0.9999818801879883
Amazon_Musical_Instruments_14,CFARG,42,321,643,5.0,4.233207702636719,0.999808132648468,0.9999773502349854
Amazon_Musical_Instruments_14,CFARG,42,356,130,4.0,4.114945411682129,0.9995641112327576,0.9999902248382568
Amazon_Musical_Instruments_14,CFARG,42,220,844,4.0,4.375668525695801,0.999964714050293,0.9999886751174927
Amazon_Musical_Instruments_14,CFARG,42,1101,690,3.0,4.414855003356934,0.9999459981918335,0.9999841451644897
Amazon_Musical_Instruments_14,CFARG,42,1125,736,5.0,4.860766887664795,0.9999957084655762,0.9999876022338867
Amazon_Musical_Instruments_14,CFARG,42,1143,387,5.0,5.129061222076416,0.9999809265136719,0.9999880790710449
Amazon_Musical_Instruments_14,CFARG,42,708,786,5.0,4.374907493591309,0.9998639822006226,0.9999822378158569
Amazon_Musical_Instruments_14,CFARG,42,971,534,3.0,3.8444151878356934,0.9999947547912598,0.9999219179153442
Amazon_Musical_Instruments_14,CFARG,42,23,705,5.0,4.798679828643799,0.9999943971633911,0.9999814033508301
Amazon_Musical_Instruments_14,CFARG,42,874,716,5.0,4.270442485809326,0.9998914003372192,0.9999861717224121
Amazon_Musical_Instruments_14,CFARG,42,138,337,5.0,4.860476493835449,0.9999669790267944,0.9999927282333374
Amazon_Musical_Instruments_14,CFARG,42,1177,277,5.0,5.042024612426758,0.9999932050704956,0.9999872446060181
Amazon_Musical_Instruments_14,CFARG,42,31,34,4.0,4.335190296173096,0.999974250793457,0.9999760389328003
Amazon_Musical_Instruments_14,CFARG,42,396,97,5.0,3.9114866256713867,0.9999523162841797,0.9999716281890869
Amazon_Musical_Instruments_14,CFARG,42,874,197,3.0,4.4390106201171875,0.9998914003372192,0.9999825954437256
Amazon_Musical_Instruments_14,CFARG,42,735,147,5.0,4.159969329833984,0.9997814297676086,0.9999855756759644
Amazon_Musical_Instruments_14,CFARG,42,1243,772,5.0,4.563243389129639,0.9999957084655762,0.9999783039093018
Amazon_Musical_Instruments_14,CFARG,42,722,66,4.0,4.179313659667969,0.9998340606689453,0.999976634979248
Amazon_Musical_Instruments_14,CFARG,42,93,198,5.0,4.697308540344238,0.9998894929885864,0.9999854564666748
Amazon_Musical_Instruments_14,CFARG,42,1395,224,5.0,4.827635288238525,0.9999933242797852,0.9999798536300659
Amazon_Musical_Instruments_14,CFARG,42,1362,372,5.0,4.924892425537109,0.999988317489624,0.9999837875366211
Amazon_Musical_Instruments_14,CFARG,42,1081,103,5.0,4.2566728591918945,0.9997405409812927,0.9999841451644897
Amazon_Musical_Instruments_14,CFARG,42,683,899,4.0,4.608901023864746,0.9999315738677979,0.9999904632568359
Amazon_Musical_Instruments_14,CFARG,42,330,644,3.0,4.733668327331543,0.9999895095825195,0.9999842643737793
Amazon_Musical_Instruments_14,CFARG,42,1009,718,5.0,4.907749176025391,0.9999791383743286,0.9999938011169434
Amazon_Musical_Instruments_14,CFARG,42,1116,333,4.0,3.567833185195923,0.9986625909805298,0.9999593496322632
Amazon_Musical_Instruments_14,CFARG,42,1246,622,5.0,4.0500078201293945,0.9997629523277283,0.9999849796295166
Amazon_Musical_Instruments_14,CFARG,42,1229,840,5.0,4.529220104217529,0.9999929666519165,0.9999871253967285
Amazon_Musical_Instruments_14,CFARG,42,817,212,4.0,3.3537471294403076,0.9995669722557068,0.9999505281448364
Amazon_Musical_Instruments_14,CFARG,42,570,603,5.0,4.630847930908203,0.9999527931213379,0.9999740123748779
Amazon_Musical_Instruments_14,CFARG,42,630,178,5.0,4.871508598327637,0.9999855756759644,0.9999769926071167
Amazon_Musical_Instruments_14,CFARG,42,647,706,5.0,5.291830539703369,0.9999977350234985,0.9999767541885376
Amazon_Musical_Instruments_14,CFARG,42,1026,103,5.0,3.8913679122924805,0.998842179775238,0.9999841451644897
Amazon_Musical_Instruments_14,CFARG,42,947,497,3.0,4.021368503570557,0.9999502897262573,0.9999488592147827
Amazon_Musical_Instruments_14,CFARG,42,791,104,5.0,4.047016143798828,0.9996588230133057,0.9999876022338867
Amazon_Musical_Instruments_14,CFARG,42,750,708,4.0,4.843201637268066,0.9999940395355225,0.999984860420227
Amazon_Musical_Instruments_14,CFARG,42,277,772,4.0,3.5207912921905518,0.9993956089019775,0.9999783039093018
Amazon_Musical_Instruments_14,CFARG,42,942,765,5.0,4.542664051055908,0.9999808073043823,0.9999831914901733
Amazon_Musical_Instruments_14,CFARG,42,325,152,5.0,4.623255729675293,0.9999808073043823,0.9999897480010986
Amazon_Musical_Instruments_14,CFARG,42,369,9,5.0,4.670118808746338,0.9999876022338867,0.999983549118042
Amazon_Musical_Instruments_14,CFARG,42,1207,168,5.0,4.357151508331299,0.999946117401123,0.9999796152114868
Amazon_Musical_Instruments_14,CFARG,42,770,167,4.0,4.585995197296143,0.9999680519104004,0.9999746084213257
Amazon_Musical_Instruments_14,CFARG,42,1041,279,5.0,4.660976409912109,0.9999853372573853,0.9999796152114868
Amazon_Musical_Instruments_14,CFARG,42,223,71,3.0,4.170962333679199,0.9999183416366577,0.9999687671661377
Amazon_Musical_Instruments_14,CFARG,42,268,156,5.0,4.5786566734313965,0.9999704360961914,0.9999821186065674
Amazon_Musical_Instruments_14,CFARG,42,198,530,5.0,3.7541990280151367,0.9995954632759094,0.9999607801437378
Amazon_Musical_Instruments_14,CFARG,42,19,166,5.0,5.044541358947754,0.999990701675415,0.9999867677688599
Amazon_Musical_Instruments_14,CFARG,42,401,784,5.0,4.475368976593018,0.9999704360961914,0.999974250793457
Amazon_Musical_Instruments_14,CFARG,42,1234,451,5.0,3.97410249710083,0.9999866485595703,0.999958872795105
Amazon_Musical_Instruments_14,CFARG,42,1347,495,2.0,3.8060264587402344,0.9992801547050476,0.9999862909317017
Amazon_Musical_Instruments_14,CFARG,42,661,129,4.0,4.173627853393555,0.9999408721923828,0.9999675750732422
Amazon_Musical_Instruments_14,CFARG,42,692,624,1.0,3.1112043857574463,0.9698989987373352,0.9999741315841675
Amazon_Musical_Instruments_14,CFARG,42,186,515,5.0,4.598894119262695,0.9999492168426514,0.9999805688858032
Amazon_Musical_Instruments_14,CFARG,42,510,471,5.0,4.843559265136719,0.9999871253967285,0.9999912977218628
Amazon_Musical_Instruments_14,CFARG,42,548,44,3.0,3.797933340072632,0.9965409636497498,0.999987006187439
Amazon_Musical_Instruments_14,CFARG,42,1351,156,5.0,4.836066246032715,0.9999924898147583,0.9999821186065674
Amazon_Musical_Instruments_14,CFARG,42,212,283,5.0,4.912957668304443,0.9999833106994629,0.9999862909317017
Amazon_Musical_Instruments_14,CFARG,42,897,455,5.0,4.867129325866699,0.999990701675415,0.999977707862854
Amazon_Musical_Instruments_14,CFARG,42,65,167,5.0,4.687109470367432,0.9999815225601196,0.9999746084213257
Amazon_Musical_Instruments_14,CFARG,42,547,62,4.0,4.500489234924316,0.9999535083770752,0.9999862909317017
Amazon_Musical_Instruments_14,CFARG,42,401,419,5.0,4.617790699005127,0.9999704360961914,0.9999780654907227
Amazon_Musical_Instruments_14,CFARG,42,857,887,5.0,4.39246940612793,0.9998983144760132,0.9999833106994629
Amazon_Musical_Instruments_14,CFARG,42,706,198,3.0,4.24091911315918,0.9997105002403259,0.9999854564666748
Amazon_Musical_Instruments_14,CFARG,42,1401,285,5.0,4.77309513092041,0.9999897480010986,0.9999773502349854
Amazon_Musical_Instruments_14,CFARG,42,340,470,3.0,4.27419376373291,0.9999536275863647,0.9999619722366333
Amazon_Musical_Instruments_14,CFARG,42,105,22,5.0,4.781611442565918,0.9999878406524658,0.9999724626541138
Amazon_Musical_Instruments_14,CFARG,42,932,156,4.0,4.592109680175781,0.9999723434448242,0.9999821186065674
Amazon_Musical_Instruments_14,CFARG,42,483,533,5.0,4.15614128112793,0.9999315738677979,0.999954104423523
Amazon_Musical_Instruments_14,CFARG,42,808,858,5.0,4.29632568359375,0.9986709356307983,0.9999889135360718
Amazon_Musical_Instruments_14,CFARG,42,580,413,5.0,4.844773292541504,0.9999864101409912,0.999980092048645
Amazon_Musical_Instruments_14,CFARG,42,505,155,5.0,4.239190578460693,0.999797523021698,0.9999834299087524
Amazon_Musical_Instruments_14,CFARG,42,827,130,4.0,4.09168004989624,0.9994171857833862,0.9999902248382568
Amazon_Musical_Instruments_14,CFARG,42,235,68,4.0,4.32882022857666,0.9999598264694214,0.9999685287475586
Amazon_Musical_Instruments_14,CFARG,42,441,843,5.0,4.594905853271484,0.9999105930328369,0.9999885559082031
Amazon_Musical_Instruments_14,CFARG,42,1421,195,5.0,4.474355220794678,0.9999819993972778,0.999981164932251
Amazon_Musical_Instruments_14,CFARG,42,185,281,4.0,3.385042905807495,0.9999145269393921,0.9999431371688843
Amazon_Musical_Instruments_14,CFARG,42,240,163,4.0,4.256611347198486,0.9999872446060181,0.999956488609314
Amazon_Musical_Instruments_14,CFARG,42,741,249,3.0,4.278161525726318,0.9998249411582947,0.9999796152114868
Amazon_Musical_Instruments_14,CFARG,42,1109,27,5.0,4.833434104919434,0.9999884366989136,0.9999828338623047
Amazon_Musical_Instruments_14,CFARG,42,350,664,5.0,4.702488899230957,0.999901294708252,0.9999910593032837
Amazon_Musical_Instruments_14,CFARG,42,1146,183,5.0,4.372912406921387,0.999970555305481,0.9999895095825195
Amazon_Musical_Instruments_14,CFARG,42,1424,25,4.0,4.714339733123779,0.9999876022338867,0.9999831914901733
Amazon_Musical_Instruments_14,CFARG,42,1204,12,2.0,4.587615966796875,0.9999412298202515,0.9999809265136719
Amazon_Musical_Instruments_14,CFARG,42,1329,877,5.0,4.830968856811523,0.9999884366989136,0.9999738931655884
Amazon_Musical_Instruments_14,CFARG,42,1194,507,5.0,5.327605247497559,0.999995231628418,0.9999933242797852
Amazon_Musical_Instruments_14,CFARG,42,1086,503,5.0,4.479703426361084,0.9999755620956421,0.9999774694442749
Amazon_Musical_Instruments_14,CFARG,42,1247,465,5.0,4.569585800170898,0.9999923706054688,0.9999665021896362
Amazon_Musical_Instruments_14,CFARG,42,1283,167,5.0,4.701991081237793,0.9999889135360718,0.9999746084213257
Amazon_Musical_Instruments_14,CFARG,42,1212,869,5.0,4.780154228210449,0.99998939037323,0.9999822378158569
Amazon_Musical_Instruments_14,CFARG,42,958,308,5.0,4.163620471954346,0.9999852180480957,0.9999604225158691
Amazon_Musical_Instruments_14,CFARG,42,1426,225,5.0,4.330760955810547,0.9999903440475464,0.9999573230743408
Amazon_Musical_Instruments_14,CFARG,42,299,611,5.0,4.1116204261779785,0.9999768733978271,0.9999691247940063
Amazon_Musical_Instruments_14,CFARG,42,874,156,4.0,4.439191818237305,0.9998914003372192,0.9999821186065674
Amazon_Musical_Instruments_14,CFARG,42,187,233,1.0,4.254973888397217,0.9998164772987366,0.9999686479568481
Amazon_Musical_Instruments_14,CFARG,42,192,426,5.0,5.118520259857178,0.999996542930603,0.999991774559021
Amazon_Musical_Instruments_14,CFARG,42,954,865,3.0,3.5601699352264404,0.9998883008956909,0.9999549388885498
Amazon_Musical_Instruments_14,CFARG,42,948,465,5.0,4.340240955352783,0.9999772310256958,0.9999665021896362
Amazon_Musical_Instruments_14,CFARG,42,195,485,4.0,4.03281831741333,0.9997444748878479,0.9999810457229614
Amazon_Musical_Instruments_14,CFARG,42,1130,752,5.0,4.468820571899414,0.9999479055404663,0.999984860420227
Amazon_Musical_Instruments_14,CFARG,42,166,179,5.0,4.1497802734375,0.9998992681503296,0.9999749660491943
Amazon_Musical_Instruments_14,CFARG,42,1006,614,5.0,3.736563205718994,0.9989727735519409,0.9999781847000122
Amazon_Musical_Instruments_14,CFARG,42,1343,825,5.0,4.7449727058410645,0.9999853372573853,0.9999878406524658
Amazon_Musical_Instruments_14,CFARG,42,1248,120,5.0,4.165542125701904,0.9995526671409607,0.9999874830245972
Amazon_Musical_Instruments_14,CFARG,42,890,815,5.0,4.058023452758789,0.9998036026954651,0.9999768733978271
Amazon_Musical_Instruments_14,CFARG,42,51,894,5.0,4.906309127807617,0.9999918937683105,0.9999864101409912
Amazon_Musical_Instruments_14,CFARG,42,1191,46,1.0,4.364969253540039,0.999980092048645,0.9999716281890869
